#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_346_length_307_cov_2.526087	1	307	14	307	100	6.15635	30	52.6
NODE_347_length_307_cov_0.821739	1	307	12	307	100	4.68078	30	23.8
NODE_348_length_307_cov_0.795652	1	307	4	307	100	1.59935	30	57.8
NODE_349_length_306_cov_1.323144	1	306	6	306	100	2.76797	30	58.2
NODE_350_length_306_cov_1.296943	1	306	10	306	100	3.33987	30	30.4
NODE_351_length_304_cov_1.286344	1	304	4	304	100	1.97368	30	60
NODE_352_length_303_cov_1.292035	1	303	4	303	100	1.9802	30	60
NODE_353_length_303_cov_0.827434	1	303	4	302	99.67	1.67327	30	42.5
NODE_354_length_303_cov_0.535398	1	303	4	303	100	1.967	30	58.2
NODE_355_length_302_cov_1.937778	1	302	6	302	100	2.98013	30	60
NODE_356_length_301_cov_1.955357	1	301	6	301	100	2.99003	30	60
NODE_357_length_301_cov_1.303571	1	301	4	301	100	1.99336	30	60
NODE_358_length_300_cov_1.636771	1	300	5	300	100	2.5	30	60
NODE_359_length_298_cov_2.536036	1	298	27	298	100	11.8456	30	22
NODE_360_length_299_cov_1.315315	1	299	4	299	100	2.00669	30	60
NODE_361_length_299_cov_0.954955	1	299	4	299	100	1.76254	30	59.5
NODE_362_length_298_cov_1.117647	1	298	6	298	100	2.45302	30	56.5
NODE_363_length_297_cov_0.809091	1	297	4	297	100	1.6835	30	60
NODE_364_length_296_cov_0.739726	1	296	3	296	100	1.47973	30	60
NODE_365_length_295_cov_1.899083	1	295	9	295	100	3.98644	30	50.7
NODE_366_length_295_cov_1.481651	1	295	6	295	100	3.05085	30	58
NODE_367_length_295_cov_0.582569	1	295	3	295	100	1.24746	30	60
NODE_368_length_294_cov_47.995392	1	294	117	294	100	49.8333	30	47.5
NODE_369_length_294_cov_0.668203	1	294	4	294	100	2.03401	30	57
NODE_370_length_293_cov_1.324074	1	293	4	293	100	2.0273	30	60
NODE_371_length_292_cov_1.925581	1	292	6	292	100	3.08219	30	60
NODE_372_length_292_cov_1.358140	1	292	4	292	100	2.05479	30	60
NODE_373_length_292_cov_1.339535	1	292	7	292	100	2.83219	30	60
NODE_374_length_292_cov_0.972093	1	292	4	292	100	1.80822	30	57
NODE_375_length_291_cov_7.878505	1	291	28	291	100	13.2027	30	57.4
NODE_376_length_290_cov_2.741784	1	290	8	290	100	4.13793	30	60
NODE_377_length_290_cov_2.056338	1	290	6	290	100	3.10345	30	60
NODE_378_length_290_cov_2.056338	1	290	6	290	100	3.10345	30	60
NODE_379_length_290_cov_2.056338	1	290	6	290	100	3.10345	30	60
NODE_380_length_290_cov_1.370892	1	290	4	290	100	2.06897	30	60
NODE_381_length_290_cov_1.370892	1	290	4	290	100	2.06897	30	60
NODE_382_length_290_cov_1.370892	1	290	4	290	100	2.06897	30	60
NODE_383_length_290_cov_1.370892	1	290	4	290	100	2.06897	30	60
NODE_384_length_290_cov_1.370892	1	290	4	290	100	2.06897	30	60
NODE_385_length_290_cov_1.211268	1	290	36	290	100	13.5414	30	24.1
NODE_386_length_289_cov_2.066038	1	289	6	289	100	3.11419	30	60
NODE_387_length_289_cov_1.556604	1	289	5	289	100	2.56055	30	60
NODE_388_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_389_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_390_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_391_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_392_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_393_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_394_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_395_length_289_cov_1.377358	1	289	4	289	100	2.07612	30	60
NODE_396_length_289_cov_1.231132	1	289	4	289	100	2.07612	30	60
NODE_397_length_289_cov_1.033019	1	289	4	289	100	2.07612	30	60
NODE_398_length_289_cov_0.995283	1	289	6	289	100	2.33218	30	58.3
NODE_399_length_289_cov_0.830189	1	289	3	289	100	1.4083	30	60
NODE_400_length_289_cov_0.783019	1	289	9	289	100	3.85813	30	39.3
NODE_401_length_288_cov_2.767773	1	288	8	288	100	4.16667	30	60
NODE_402_length_288_cov_2.014218	1	288	6	288	100	3.125	30	60
NODE_403_length_288_cov_1.383886	1	288	4	288	100	2.08333	30	60
NODE_404_length_288_cov_1.383886	1	288	4	288	100	2.08333	30	60
NODE_405_length_288_cov_1.383886	1	288	4	288	100	2.08333	30	60
NODE_406_length_288_cov_1.383886	1	288	4	288	100	2.08333	30	60
NODE_407_length_288_cov_1.383886	1	288	4	288	100	2.08333	30	60
NODE_408_length_288_cov_1.341232	1	288	4	288	100	2.08333	30	60
NODE_409_length_288_cov_1.298578	1	288	4	288	100	2.02083	30	58
NODE_410_length_288_cov_0.800948	1	288	4	288	100	1.6875	30	57.5
NODE_411_length_288_cov_0.748815	1	288	4	288	100	2.08333	30	60
NODE_412_length_287_cov_2.085714	1	287	22	287	100	7.09756	30	24.2
NODE_413_length_287_cov_1.390476	1	287	4	287	100	2.09059	30	60
NODE_414_length_287_cov_1.390476	1	287	4	287	100	2.09059	30	60
NODE_415_length_287_cov_1.390476	1	287	4	287	100	2.09059	30	60
NODE_416_length_287_cov_1.390476	1	287	4	287	100	2.09059	30	60
NODE_417_length_287_cov_1.390476	1	287	4	287	100	2.09059	30	60
NODE_418_length_287_cov_1.357143	1	287	4	287	100	2.09059	30	60
NODE_419_length_287_cov_1.352381	1	287	4	287	100	2.09059	30	60
NODE_420_length_287_cov_1.295238	1	287	4	287	100	2.09059	30	60
NODE_421_length_287_cov_1.214286	1	287	4	287	100	2.09059	30	60
NODE_422_length_287_cov_0.980952	1	287	4	287	100	2.09059	30	60
NODE_423_length_287_cov_0.619048	1	287	3	287	100	1.25784	30	60
NODE_424_length_286_cov_2.095694	1	286	6	286	100	3.14685	30	60
NODE_425_length_286_cov_2.095694	1	286	6	286	100	3.14685	30	60
NODE_426_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_427_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_428_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_429_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_430_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_431_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_432_length_286_cov_1.397129	1	286	4	286	100	2.0979	30	60
NODE_433_length_286_cov_1.330144	1	286	4	286	100	2.0979	30	60
NODE_434_length_286_cov_1.301435	1	286	4	286	100	2.0979	30	60
NODE_435_length_286_cov_1.177033	1	286	4	286	100	2.0979	30	60
NODE_436_length_286_cov_1.095694	1	286	4	286	100	2.0979	30	60
NODE_437_length_286_cov_0.727273	1	286	4	286	100	2.0979	30	60
NODE_438_length_285_cov_2.105769	1	285	6	285	100	3.15789	30	60
NODE_439_length_285_cov_1.403846	1	285	7	285	100	3.34035	30	51.6
NODE_440_length_285_cov_1.403846	1	285	7	285	100	3.02807	30	37.1
NODE_441_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_442_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_443_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_444_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_445_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_446_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_447_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_448_length_285_cov_1.403846	1	285	4	285	100	2.10526	30	60
NODE_449_length_285_cov_1.235577	1	285	4	285	100	2.10526	30	59.5
NODE_450_length_284_cov_2.115942	1	284	6	284	100	3.16901	30	60
NODE_451_length_284_cov_2.115942	1	284	6	284	100	3.16901	30	60
NODE_452_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_453_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_454_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_455_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_456_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_457_length_284_cov_1.410628	1	284	4	284	100	2.11268	30	60
NODE_458_length_284_cov_1.347826	1	284	4	284	100	2.11268	30	60
NODE_459_length_284_cov_1.256039	1	284	4	284	100	2.11268	30	60
NODE_460_length_284_cov_1.251208	1	284	4	284	100	2.11268	30	60
NODE_461_length_284_cov_1.207729	1	284	41	284	100	16.6761	30	13.8
NODE_462_length_284_cov_1.130435	1	284	4	284	100	2.11268	30	60
NODE_463_length_284_cov_0.932367	1	284	3	284	100	1.58451	30	60
NODE_464_length_283_cov_2.126214	1	283	6	283	100	3.18021	30	60
NODE_465_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_466_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_467_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_468_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_469_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_470_length_283_cov_1.417476	1	283	6	283	100	2.47703	30	43
NODE_471_length_283_cov_1.417476	1	283	7	283	100	3.63251	30	54.6
NODE_472_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_473_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_474_length_283_cov_1.417476	1	283	4	283	100	2.12014	30	60
NODE_475_length_283_cov_1.087379	1	283	4	283	100	2.12014	30	60
NODE_476_length_283_cov_0.961165	1	283	4	283	100	2.12014	30	60
NODE_477_length_282_cov_14.434146	1	282	43	282	100	22.234	30	58.9
NODE_478_length_282_cov_2.780488	1	282	15	282	100	5.79787	30	35.9
NODE_479_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_480_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_481_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_482_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_483_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_484_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_485_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_486_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_487_length_282_cov_1.424390	1	282	4	282	100	2.12766	30	60
NODE_488_length_282_cov_1.151220	1	282	4	282	100	2.12766	30	60
NODE_489_length_282_cov_0.678049	1	282	3	282	100	1.59574	30	50.3
NODE_490_length_281_cov_2.862745	1	281	8	281	100	4.27046	30	60
NODE_491_length_281_cov_2.147059	1	281	6	281	100	3.20285	30	60
NODE_492_length_281_cov_2.147059	1	281	6	281	100	3.20285	30	60
NODE_493_length_281_cov_2.147059	1	281	6	281	100	3.20285	30	60
NODE_494_length_281_cov_1.789216	1	281	11	281	100	4.27758	30	35.1
NODE_495_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_496_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_497_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_498_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_499_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_500_length_281_cov_1.431373	1	281	4	281	100	2.13523	30	60
NODE_501_length_281_cov_1.009804	1	281	4	281	100	2.13523	30	60
NODE_502_length_281_cov_0.808824	1	281	4	281	100	1.88968	30	60
NODE_503_length_280_cov_2.157635	1	280	6	280	100	3.21429	30	60
NODE_504_length_280_cov_2.157635	1	280	6	280	100	3.21429	30	60
NODE_505_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_506_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_507_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_508_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_509_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	57
NODE_510_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_511_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_512_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_513_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_514_length_280_cov_1.438424	1	280	4	280	100	2.14286	30	60
NODE_515_length_280_cov_1.182266	1	280	4	280	100	2.14286	30	60
NODE_516_length_280_cov_1.182266	1	280	4	280	100	2.14286	30	60
NODE_517_length_280_cov_1.172414	1	280	4	280	100	2.14286	30	60
NODE_518_length_280_cov_1.167488	1	280	4	280	100	2.14286	30	60
NODE_519_length_280_cov_1.133005	1	280	4	280	100	2.14286	30	60
NODE_520_length_280_cov_1.093596	1	280	4	280	100	2.14286	30	60
NODE_521_length_279_cov_2.168317	1	279	6	279	100	3.22581	30	60
NODE_522_length_279_cov_2.168317	1	279	6	279	100	3.22581	30	60
NODE_523_length_279_cov_1.445545	1	279	4	279	100	2.15054	30	60
NODE_524_length_279_cov_1.445545	1	279	4	279	100	2.15054	30	60
NODE_525_length_279_cov_1.445545	1	279	4	279	100	2.15054	30	60
NODE_526_length_279_cov_1.445545	1	279	4	279	100	2.15054	30	60
NODE_527_length_279_cov_1.168317	1	279	4	279	100	2.15054	30	60
NODE_528_length_279_cov_1.153465	1	279	4	279	100	2.15054	30	60
NODE_529_length_279_cov_1.084158	1	279	4	279	100	2.15054	30	60
NODE_530_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_531_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_532_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_533_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_534_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_535_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_536_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_537_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_538_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_539_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_540_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_541_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_542_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_543_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_544_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_545_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_546_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_547_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_548_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_549_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_550_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_551_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_552_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_553_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_554_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_555_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_556_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_557_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_558_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_559_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_560_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_561_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_562_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_563_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_564_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_565_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_566_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_567_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_568_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_569_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_570_length_279_cov_0.722772	1	279	2	279	100	1.07527	30	60
NODE_571_length_278_cov_2.179104	1	278	6	278	100	3.23741	30	60
NODE_572_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_573_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_574_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_575_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_576_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_577_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_578_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_579_length_278_cov_1.452736	1	278	4	278	100	2.15827	30	60
NODE_580_length_278_cov_1.303483	1	278	4	278	100	2.15827	30	60
NODE_581_length_278_cov_1.169154	1	278	4	278	100	2.15827	30	60
NODE_582_length_278_cov_1.169154	1	278	4	278	100	2.15827	30	60
NODE_583_length_278_cov_1.004975	1	278	4	278	100	2.15827	30	60
NODE_584_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_585_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_586_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_587_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_588_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_589_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_590_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_591_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_592_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_593_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_594_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_595_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_596_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_597_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_598_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_599_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_600_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_601_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_602_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_603_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_604_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_605_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_606_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_607_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_608_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_609_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_610_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_611_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_612_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_613_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_614_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_615_length_278_cov_0.726368	1	278	2	278	100	1.07914	30	60
NODE_616_length_277_cov_34.675000	1	277	103	277	100	52.9928	30	55.1
NODE_617_length_277_cov_3.650000	1	277	10	277	100	5.41516	30	60
NODE_618_length_277_cov_2.190000	1	277	6	277	100	3.2491	30	60
NODE_619_length_277_cov_2.190000	1	277	6	277	100	3.2491	30	60
NODE_620_length_277_cov_1.460000	1	277	4	277	100	2.16606	30	60
NODE_621_length_277_cov_1.460000	1	277	4	277	100	2.16606	30	60
NODE_622_length_277_cov_1.460000	1	277	4	277	100	2.16606	30	60
NODE_623_length_277_cov_1.460000	1	277	4	277	100	2.16606	30	60
NODE_624_length_277_cov_1.445000	1	277	4	277	100	2.16606	30	60
NODE_625_length_277_cov_1.440000	1	277	4	277	100	2.16606	30	60
NODE_626_length_277_cov_1.220000	1	277	4	277	100	2.16606	30	60
NODE_627_length_277_cov_1.115000	1	277	4	277	100	2.16606	30	60
NODE_628_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_629_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_630_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_631_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_632_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_633_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_634_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_635_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_636_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_637_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_638_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_639_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_640_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_641_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_642_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_643_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_644_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_645_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_646_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_647_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_648_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_649_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_650_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_651_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_652_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_653_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_654_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_655_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_656_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_657_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_658_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_659_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_660_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_661_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_662_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_663_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_664_length_277_cov_0.730000	1	277	2	277	100	1.08303	30	60
NODE_665_length_277_cov_0.720000	1	277	2	277	100	1.08303	30	60
NODE_666_length_276_cov_2.125628	1	276	8	276	100	3.76812	30	57.9
NODE_667_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_668_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_669_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_670_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_671_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_672_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_673_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_674_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_675_length_276_cov_1.467337	1	276	4	276	100	2.17391	30	60
NODE_676_length_276_cov_1.412060	1	276	4	276	100	2.17391	30	60
NODE_677_length_276_cov_1.206030	1	276	4	276	100	2.17391	30	60
NODE_678_length_276_cov_1.170854	1	276	4	276	100	1.96014	30	60
NODE_679_length_276_cov_1.100503	1	276	3	276	100	1.63043	30	60
NODE_680_length_276_cov_0.733668	1	276	2	276	100	1.08696	30	60
NODE_681_length_276_cov_0.733668	1	276	2	276	100	1.08696	30	60
NODE_682_length_276_cov_0.733668	1	276	2	276	100	1.08696	30	60
